Player_ID,Player_Type,Account_Age_Days,Device_Type,Region_Server,Days_Since_Last_Login,Login_Count_Last_7D,Matches_Played_Last_7D,Total_Play_Minutes_Last_7D,Reward_Points_Earned_Last_7D,Friend_Invites_Sent_Last_7D,Tutorial_Completed_Flag,Avg_Load_Time_Sec_Last_7D,Crash_Count_Last_7D,Special_Event_Participation_Last_7D,Number_Of_Topup_7D
1639,non-whale,new_account,ios,NA,2.0,6.0,13.0,89.0,263.0,0.0,0.0,2.97,0.0,,0.0
1640,non-whale,new_account,ios,SEA,5.0,6.0,7.0,142.0,255.0,0.0,1.0,3.47,0.0,0.0,1.0
1641,non-whale,veteran,ios,SEA,0.0,12.0,26.0,142.0,321.0,1.0,1.0,3.72,1.0,1.0,2.0
1642,whale,since_beta,ios,EU,23.0,19.0,48.0,552.0,2138.0,2.0,1.0,1.56,0.0,0.0,5.0
1643,non-whale,established,android,EU,3.0,13.0,27.0,233.0,235.0,3.0,1.0,2.76,0.0,1.0,4.0
1644,non-whale,veteran,android,SEA,6.0,7.0,19.0,199.0,1121.0,1.0,1.0,2.82,0.0,1.0,1.0
1645,non-whale,since_beta,ios,SEA,18.0,4.0,10.0,38.0,253.0,0.0,1.0,2.89,0.0,1.0,0.0
1646,non-whale,since_beta,android,EU,1.0,10.0,27.0,202.0,536.0,0.0,1.0,2.5,0.0,0.0,3.0
1647,non-whale,veteran,ios,EU,0.0,1.0,8.0,34.0,98.0,0.0,1.0,3.76,0.0,0.0,1.0
1648,whale,established,ios,NA,4.0,19.0,40.0,545.0,3232.0,1.0,1.0,2.57,0.0,1.0,3.0
1649,whale,since_beta,android,SEA,0.0,10.0,40.0,562.0,1709.0,1.0,1.0,1.44,0.0,1.0,3.0
1650,non-whale,established,android,SEA,3.0,9.0,27.0,236.0,453.0,0.0,1.0,2.71,0.0,1.0,3.0
1651,non-whale,veteran,ios,SEA,26.0,1.0,9.0,109.0,78.0,0.0,1.0,3.18,0.0,0.0,0.0
1652,non-whale,established,ios,SEA,23.0,3.0,7.0,104.0,0.0,0.0,1.0,1.87,0.0,0.0,0.0
1653,non-whale,veteran,android,SEA,23.0,2.0,10.0,111.0,73.0,0.0,1.0,3.08,0.0,0.0,0.0
1654,non-whale,established,ios,NA,1.0,3.0,8.0,32.0,110.0,1.0,1.0,2.44,0.0,0.0,0.0
1655,non-whale,since_beta,android,SEA,8.0,2.0,3.0,63.0,89.0,0.0,1.0,4.0,1.0,1.0,0.0
1656,non-whale,new_account,android,SEA,9.0,4.0,9.0,22.0,239.0,0.0,1.0,3.13,0.0,0.0,0.0
1657,non-whale,established,ios,SEA,13.0,9.0,18.0,147.0,849.0,0.0,1.0,2.07,0.0,0.0,2.0
1658,non-whale,new_account,android,SEA,19.0,3.0,3.0,71.0,171.0,0.0,1.0,2.91,0.0,0.0,0.0
1659,non-whale,established,ios,NA,0.0,1.0,6.0,51.0,65.0,0.0,1.0,3.82,0.0,0.0,0.0
1660,non-whale,since_beta,android,SEA,16.0,6.0,4.0,31.0,35.0,0.0,1.0,3.34,0.0,0.0,0.0
1661,non-whale,established,ios,NA,10.0,11.0,21.0,142.0,917.0,0.0,1.0,2.7,0.0,0.0,1.0
1662,non-whale,since_beta,android,SEA,1.0,7.0,24.0,164.0,844.0,1.0,1.0,2.62,0.0,0.0,0.0
1663,non-whale,new_account,ios,EU,26.0,4.0,7.0,117.0,152.0,0.0,1.0,2.72,0.0,1.0,1.0
1664,non-whale,since_beta,android,SEA,11.0,12.0,28.0,253.0,830.0,1.0,1.0,2.82,0.0,1.0,0.0
1665,non-whale,new_account,android,SEA,9.0,6.0,10.0,123.0,99.0,0.0,1.0,2.48,0.0,1.0,0.0
1666,non-whale,new_account,ios,SEA,26.0,1.0,6.0,85.0,235.0,0.0,1.0,3.71,1.0,0.0,0.0
1667,non-whale,established,android,SEA,16.0,1.0,9.0,99.0,88.0,0.0,1.0,2.97,0.0,0.0,0.0
1668,non-whale,new_account,ios,EU,14.0,9.0,13.0,54.0,124.0,0.0,1.0,2.74,0.0,0.0,1.0
1669,non-whale,new_account,ios,NA,14.0,2.0,8.0,95.0,63.0,0.0,1.0,3.35,0.0,1.0,0.0
1670,whale,since_beta,ios,SEA,0.0,15.0,48.0,462.0,2554.0,2.0,1.0,2.25,0.0,1.0,3.0
1671,non-whale,veteran,ios,SEA,4.0,2.0,10.0,46.0,113.0,0.0,1.0,2.65,0.0,0.0,0.0
1672,non-whale,new_account,android,NA,17.0,3.0,13.0,70.0,127.0,1.0,1.0,3.62,0.0,0.0,0.0
1673,non-whale,new_account,ios,SEA,13.0,2.0,11.0,137.0,227.0,0.0,1.0,3.55,0.0,0.0,0.0
1674,whale,since_beta,android,SEA,6.0,20.0,44.0,296.0,2424.0,2.0,0.0,1.36,0.0,1.0,4.0
1675,whale,established,android,NA,0.0,16.0,51.0,539.0,1535.0,1.0,1.0,1.94,0.0,1.0,2.0
1676,non-whale,established,android,SEA,3.0,6.0,4.0,26.0,149.0,0.0,1.0,3.22,0.0,0.0,0.0
1677,non-whale,veteran,android,NA,25.0,1.0,2.0,49.0,169.0,0.0,1.0,2.99,1.0,1.0,0.0
1678,non-whale,veteran,android,SEA,3.0,1.0,8.0,74.0,191.0,0.0,1.0,3.28,0.0,0.0,0.0
1679,non-whale,since_beta,android,SEA,26.0,6.0,5.0,84.0,250.0,0.0,1.0,4.14,0.0,0.0,0.0
1680,non-whale,veteran,android,NA,3.0,9.0,28.0,,936.0,0.0,1.0,2.26,1.0,1.0,2.0
1681,non-whale,veteran,android,SEA,2.0,7.0,7.0,71.0,162.0,0.0,1.0,3.18,0.0,0.0,0.0
1682,non-whale,new_account,ios,SEA,4.0,6.0,7.0,77.0,117.0,1.0,1.0,3.17,0.0,0.0,0.0
1683,non-whale,since_beta,android,SEA,13.0,10.0,17.0,199.0,1178.0,1.0,1.0,2.96,0.0,1.0,0.0
1684,whale,established,android,NA,2.0,21.0,48.0,449.0,3037.0,3.0,1.0,1.44,0.0,1.0,3.0
1685,non-whale,established,android,EU,26.0,2.0,6.0,60.0,0.0,0.0,1.0,3.51,0.0,1.0,1.0
1686,non-whale,new_account,android,SEA,0.0,5.0,13.0,175.0,195.0,0.0,1.0,2.36,1.0,0.0,0.0
1687,non-whale,new_account,android,EU,2.0,7.0,12.0,161.0,279.0,0.0,1.0,3.49,0.0,1.0,2.0
1688,non-whale,since_beta,ios,SEA,0.0,21.0,24.0,216.0,577.0,0.0,1.0,1.89,0.0,1.0,1.0
1689,non-whale,veteran,ios,EU,2.0,9.0,18.0,281.0,489.0,1.0,1.0,2.45,0.0,0.0,1.0
1690,non-whale,since_beta,ios,EU,2.0,11.0,22.0,246.0,778.0,0.0,1.0,2.71,0.0,0.0,3.0
1691,non-whale,veteran,android,SEA,24.0,4.0,6.0,78.0,144.0,0.0,0.0,2.41,0.0,0.0,0.0
1692,non-whale,veteran,ios,SEA,24.0,5.0,23.0,220.0,1104.0,0.0,1.0,2.46,0.0,1.0,1.0
1693,non-whale,since_beta,android,SEA,12.0,4.0,5.0,45.0,98.0,0.0,1.0,3.24,0.0,1.0,0.0
1694,non-whale,since_beta,ios,SEA,18.0,6.0,3.0,97.0,99.0,0.0,1.0,2.98,0.0,0.0,0.0
1695,non-whale,new_account,ios,SEA,27.0,6.0,4.0,85.0,145.0,0.0,1.0,3.61,1.0,0.0,0.0
1696,non-whale,veteran,ios,SEA,4.0,3.0,6.0,49.0,114.0,0.0,1.0,2.29,0.0,1.0,0.0
1697,non-whale,since_beta,android,SEA,8.0,4.0,8.0,112.0,115.0,1.0,1.0,4.47,0.0,0.0,0.0
1698,non-whale,since_beta,ios,SEA,21.0,3.0,7.0,88.0,65.0,0.0,0.0,2.99,0.0,0.0,0.0
1699,non-whale,new_account,android,SEA,6.0,1.0,6.0,97.0,190.0,1.0,0.0,2.65,0.0,0.0,0.0
1700,non-whale,veteran,ios,EU,11.0,9.0,21.0,252.0,855.0,1.0,1.0,2.66,0.0,1.0,2.0
1701,non-whale,new_account,android,SEA,0.0,10.0,10.0,63.0,100.0,0.0,1.0,2.66,0.0,1.0,0.0
1702,non-whale,established,ios,SEA,26.0,6.0,4.0,36.0,119.0,1.0,0.0,3.42,0.0,0.0,0.0
1703,non-whale,veteran,android,SEA,3.0,3.0,9.0,10.0,51.0,0.0,1.0,3.13,1.0,0.0,0.0
1704,non-whale,veteran,android,EU,2.0,15.0,30.0,191.0,1093.0,1.0,1.0,2.89,0.0,1.0,1.0
1705,non-whale,since_beta,ios,EU,11.0,4.0,3.0,51.0,0.0,1.0,1.0,2.83,0.0,1.0,1.0
1706,non-whale,established,ios,SEA,12.0,4.0,6.0,99.0,97.0,0.0,1.0,3.76,0.0,0.0,0.0
1707,non-whale,since_beta,ios,SEA,0.0,11.0,26.0,219.0,937.0,0.0,1.0,2.25,0.0,0.0,2.0
1708,non-whale,since_beta,ios,SEA,17.0,2.0,5.0,38.0,171.0,0.0,1.0,3.51,0.0,1.0,0.0
1709,non-whale,established,ios,EU,13.0,5.0,23.0,226.0,172.0,1.0,1.0,2.47,,0.0,3.0
1710,non-whale,veteran,android,EU,4.0,14.0,25.0,296.0,504.0,0.0,1.0,2.67,0.0,1.0,2.0
1711,non-whale,established,android,SEA,19.0,1.0,3.0,3.0,66.0,0.0,1.0,3.18,0.0,0.0,0.0
1712,non-whale,veteran,android,EU,11.0,1.0,3.0,60.0,104.0,0.0,1.0,3.95,0.0,0.0,1.0
1713,whale,established,ios,NA,3.0,22.0,43.0,547.0,2472.0,3.0,1.0,1.6,0.0,1.0,5.0
1714,non-whale,established,ios,NA,27.0,3.0,11.0,26.0,14.0,0.0,1.0,3.88,0.0,0.0,0.0
1715,non-whale,established,ios,NA,22.0,4.0,7.0,65.0,173.0,0.0,1.0,1.73,0.0,1.0,0.0
1716,non-whale,new_account,ios,EU,15.0,2.0,13.0,65.0,87.0,0.0,1.0,2.27,0.0,1.0,1.0
1717,non-whale,established,android,SEA,21.0,1.0,5.0,33.0,163.0,0.0,1.0,2.51,1.0,0.0,0.0
1718,non-whale,veteran,android,NA,4.0,18.0,27.0,217.0,1306.0,0.0,1.0,2.9,0.0,,2.0
1719,non-whale,new_account,ios,SEA,18.0,2.0,3.0,103.0,225.0,0.0,1.0,3.63,0.0,0.0,0.0
1720,non-whale,veteran,ios,SEA,14.0,3.0,7.0,84.0,169.0,1.0,1.0,2.78,0.0,1.0,0.0
1721,non-whale,veteran,android,SEA,27.0,3.0,7.0,80.0,56.0,0.0,1.0,4.7,0.0,0.0,0.0
1722,non-whale,established,ios,EU,21.0,2.0,5.0,66.0,38.0,0.0,1.0,3.68,0.0,0.0,1.0
1723,non-whale,veteran,ios,SEA,16.0,5.0,3.0,4.0,177.0,0.0,1.0,3.91,0.0,1.0,0.0
1724,non-whale,since_beta,android,SEA,17.0,1.0,4.0,64.0,18.0,0.0,1.0,2.54,0.0,0.0,0.0
1725,non-whale,established,ios,NA,5.0,6.0,26.0,235.0,231.0,1.0,1.0,2.26,0.0,1.0,2.0
1726,non-whale,established,android,NA,8.0,5.0,11.0,77.0,140.0,1.0,1.0,2.27,0.0,0.0,0.0
1727,non-whale,veteran,ios,EU,26.0,5.0,21.0,253.0,491.0,2.0,1.0,2.69,0.0,1.0,3.0
1728,non-whale,new_account,ios,SEA,17.0,10.0,11.0,76.0,214.0,0.0,0.0,3.16,0.0,1.0,1.0
1729,whale,veteran,ios,NA,1.0,14.0,48.0,409.0,3084.0,1.0,1.0,1.94,0.0,,1.0
1730,non-whale,established,ios,SEA,3.0,9.0,20.0,196.0,892.0,1.0,1.0,3.39,0.0,0.0,2.0
1731,non-whale,established,ios,SEA,19.0,2.0,6.0,53.0,0.0,0.0,1.0,2.59,0.0,0.0,0.0
1732,non-whale,since_beta,ios,SEA,13.0,13.0,18.0,259.0,914.0,1.0,1.0,2.1,0.0,0.0,3.0
1733,non-whale,since_beta,android,SEA,5.0,5.0,24.0,121.0,766.0,1.0,1.0,2.6,0.0,1.0,1.0
1734,non-whale,established,ios,NA,13.0,2.0,6.0,51.0,0.0,0.0,1.0,3.22,0.0,0.0,0.0
1735,non-whale,established,android,NA,26.0,7.0,5.0,110.0,110.0,0.0,1.0,2.61,0.0,0.0,1.0
1736,non-whale,new_account,android,SEA,19.0,4.0,11.0,161.0,244.0,0.0,1.0,3.27,0.0,0.0,1.0
1737,non-whale,established,android,NA,15.0,5.0,3.0,88.0,155.0,1.0,1.0,2.64,0.0,0.0,0.0
1738,non-whale,veteran,android,NA,12.0,0.0,3.0,45.0,12.0,0.0,1.0,3.37,0.0,1.0,0.0
1739,non-whale,established,android,SEA,25.0,1.0,2.0,69.0,84.0,0.0,1.0,2.52,0.0,0.0,0.0
1740,non-whale,veteran,ios,EU,16.0,3.0,5.0,84.0,119.0,0.0,1.0,3.67,0.0,0.0,1.0
1741,whale,established,android,SEA,1.0,16.0,44.0,559.0,2404.0,0.0,1.0,2.1,0.0,1.0,4.0
1742,non-whale,since_beta,android,SEA,16.0,6.0,26.0,97.0,469.0,0.0,1.0,2.6,0.0,0.0,0.0
1743,non-whale,established,android,NA,7.0,5.0,26.0,191.0,447.0,0.0,0.0,2.2,0.0,1.0,3.0
1744,non-whale,established,ios,SEA,26.0,3.0,4.0,90.0,68.0,1.0,1.0,1.0,0.0,0.0,0.0
1745,non-whale,veteran,ios,NA,15.0,4.0,2.0,71.0,100.0,0.0,1.0,3.24,0.0,0.0,0.0
1746,non-whale,established,ios,NA,2.0,9.0,25.0,278.0,510.0,2.0,1.0,2.51,0.0,1.0,2.0
1747,non-whale,veteran,android,SEA,14.0,3.0,7.0,46.0,170.0,0.0,1.0,3.94,0.0,0.0,0.0
1748,non-whale,established,android,SEA,2.0,2.0,9.0,97.0,0.0,0.0,1.0,3.58,2.0,0.0,0.0
1749,non-whale,since_beta,android,NA,0.0,7.0,26.0,194.0,730.0,2.0,1.0,2.41,0.0,0.0,3.0
1750,non-whale,veteran,android,SEA,1.0,6.0,8.0,59.0,6.0,0.0,1.0,2.62,0.0,0.0,0.0
1751,non-whale,since_beta,android,EU,12.0,10.0,28.0,,763.0,0.0,1.0,2.91,0.0,1.0,2.0
1752,non-whale,veteran,android,SEA,20.0,6.0,9.0,78.0,113.0,0.0,1.0,3.41,0.0,1.0,0.0
1753,non-whale,veteran,android,EU,7.0,3.0,7.0,78.0,92.0,0.0,1.0,2.5,,1.0,1.0
1754,non-whale,veteran,android,SEA,12.0,3.0,11.0,92.0,237.0,0.0,1.0,4.29,0.0,0.0,0.0
1755,non-whale,new_account,android,SEA,11.0,3.0,8.0,133.0,243.0,0.0,1.0,3.29,0.0,0.0,0.0
1756,whale,since_beta,ios,EU,0.0,23.0,42.0,750.0,2449.0,2.0,1.0,2.21,0.0,1.0,3.0
1757,non-whale,new_account,ios,SEA,5.0,7.0,11.0,111.0,98.0,0.0,1.0,2.32,0.0,1.0,0.0
1758,non-whale,since_beta,android,EU,6.0,6.0,24.0,291.0,730.0,1.0,1.0,2.37,0.0,1.0,4.0
1759,non-whale,since_beta,android,NA,16.0,3.0,5.0,31.0,0.0,1.0,1.0,3.75,1.0,0.0,1.0
1760,non-whale,veteran,ios,EU,11.0,4.0,36.0,149.0,664.0,1.0,1.0,2.2,0.0,0.0,1.0
1761,non-whale,established,ios,NA,16.0,1.0,5.0,107.0,169.0,0.0,1.0,2.88,0.0,0.0,0.0
1762,whale,since_beta,ios,EU,5.0,4.0,50.0,631.0,1767.0,1.0,1.0,1.72,0.0,1.0,3.0
1763,non-whale,established,android,SEA,27.0,2.0,4.0,153.0,106.0,0.0,1.0,4.92,0.0,0.0,0.0
1764,non-whale,established,android,EU,19.0,9.0,19.0,135.0,654.0,2.0,1.0,2.24,0.0,0.0,1.0
1765,non-whale,new_account,android,EU,7.0,2.0,11.0,55.0,0.0,0.0,1.0,3.34,0.0,0.0,1.0
1766,non-whale,since_beta,ios,EU,19.0,2.0,3.0,54.0,0.0,0.0,1.0,3.11,0.0,0.0,1.0
1767,non-whale,since_beta,ios,SEA,26.0,8.0,30.0,112.0,1088.0,0.0,1.0,2.4,0.0,0.0,1.0
1768,non-whale,new_account,ios,EU,12.0,4.0,7.0,32.0,6.0,0.0,1.0,3.67,0.0,0.0,1.0
1769,non-whale,established,ios,EU,24.0,1.0,3.0,107.0,139.0,0.0,1.0,2.68,0.0,0.0,1.0
1770,non-whale,since_beta,android,NA,21.0,2.0,11.0,79.0,136.0,0.0,1.0,2.3,2.0,0.0,0.0
1771,non-whale,veteran,android,,11.0,,9.0,0.0,102.0,2.0,1.0,4.16,0.0,0.0,0.0
1772,whale,since_beta,android,NA,1.0,15.0,43.0,497.0,1315.0,0.0,1.0,1.69,0.0,1.0,3.0
1773,non-whale,new_account,android,EU,10.0,7.0,10.0,151.0,356.0,1.0,1.0,3.21,1.0,1.0,1.0
1774,non-whale,new_account,android,NA,1.0,2.0,6.0,152.0,142.0,0.0,1.0,3.19,0.0,1.0,0.0
1775,whale,since_beta,android,EU,0.0,9.0,41.0,550.0,1789.0,2.0,1.0,2.31,0.0,1.0,3.0
1776,non-whale,veteran,android,SEA,3.0,4.0,6.0,95.0,47.0,0.0,1.0,4.13,0.0,1.0,0.0
1777,non-whale,since_beta,ios,NA,17.0,13.0,17.0,278.0,674.0,2.0,1.0,3.78,0.0,1.0,1.0
1778,non-whale,veteran,android,EU,15.0,0.0,5.0,54.0,127.0,0.0,1.0,3.42,0.0,0.0,1.0
1779,non-whale,veteran,ios,EU,10.0,1.0,8.0,78.0,137.0,0.0,1.0,3.71,0.0,0.0,1.0
1780,whale,since_beta,android,NA,0.0,21.0,50.0,397.0,1892.0,1.0,1.0,2.04,0.0,1.0,2.0
1781,non-whale,established,android,EU,24.0,5.0,2.0,110.0,120.0,1.0,1.0,3.28,0.0,1.0,1.0
1782,non-whale,new_account,android,SEA,9.0,5.0,10.0,75.0,2.0,0.0,0.0,3.23,2.0,0.0,0.0
1783,non-whale,veteran,android,EU,11.0,2.0,5.0,51.0,164.0,0.0,1.0,2.9,2.0,0.0,1.0
1784,non-whale,since_beta,android,SEA,4.0,12.0,27.0,150.0,746.0,0.0,1.0,2.56,0.0,1.0,0.0
1785,non-whale,veteran,ios,SEA,11.0,8.0,21.0,277.0,669.0,3.0,1.0,1.65,0.0,1.0,1.0
1786,non-whale,new_account,android,NA,6.0,6.0,12.0,125.0,0.0,1.0,0.0,2.62,0.0,0.0,1.0
1787,non-whale,since_beta,android,NA,5.0,7.0,24.0,106.0,357.0,2.0,0.0,2.56,0.0,0.0,1.0
1788,non-whale,established,ios,EU,2.0,6.0,32.0,172.0,824.0,3.0,1.0,2.41,0.0,0.0,3.0
1789,non-whale,since_beta,android,SEA,24.0,2.0,6.0,39.0,124.0,0.0,1.0,3.04,0.0,1.0,0.0
1790,non-whale,since_beta,ios,SEA,22.0,8.0,21.0,92.0,1234.0,1.0,1.0,2.51,0.0,1.0,2.0
1791,non-whale,veteran,ios,SEA,8.0,5.0,10.0,90.0,61.0,1.0,1.0,2.61,0.0,0.0,0.0
1792,non-whale,established,android,EU,14.0,16.0,32.0,310.0,1007.0,1.0,1.0,2.92,0.0,1.0,2.0
1793,non-whale,since_beta,android,EU,2.0,7.0,31.0,264.0,999.0,3.0,1.0,3.39,0.0,1.0,2.0
1794,non-whale,veteran,ios,NA,1.0,7.0,22.0,399.0,1028.0,0.0,1.0,3.39,0.0,0.0,3.0
1795,non-whale,veteran,ios,EU,23.0,4.0,3.0,125.0,123.0,0.0,1.0,2.87,0.0,1.0,1.0
1796,non-whale,veteran,android,SEA,27.0,5.0,7.0,40.0,140.0,0.0,1.0,3.53,0.0,1.0,0.0
1797,non-whale,veteran,ios,NA,7.0,10.0,18.0,95.0,633.0,2.0,1.0,2.62,0.0,1.0,1.0
1798,non-whale,established,ios,SEA,15.0,4.0,3.0,106.0,119.0,0.0,1.0,3.24,0.0,0.0,0.0
1799,non-whale,since_beta,ios,SEA,24.0,2.0,6.0,28.0,35.0,0.0,1.0,2.75,0.0,0.0,0.0
1800,non-whale,veteran,ios,EU,21.0,4.0,8.0,69.0,0.0,0.0,1.0,3.25,0.0,0.0,1.0
1801,non-whale,new_account,android,EU,8.0,4.0,10.0,63.0,273.0,2.0,1.0,2.83,0.0,1.0,1.0
1802,non-whale,since_beta,android,EU,4.0,8.0,29.0,335.0,535.0,0.0,1.0,1.71,0.0,1.0,2.0
1803,non-whale,since_beta,android,NA,23.0,1.0,8.0,82.0,82.0,0.0,1.0,2.42,0.0,1.0,0.0
1804,non-whale,established,android,SEA,19.0,0.0,1.0,46.0,150.0,0.0,1.0,3.66,0.0,0.0,0.0
1805,non-whale,since_beta,ios,SEA,18.0,2.0,4.0,93.0,128.0,0.0,1.0,2.12,0.0,0.0,0.0
1806,non-whale,veteran,ios,SEA,5.0,11.0,27.0,194.0,898.0,0.0,1.0,2.51,0.0,0.0,2.0
1807,non-whale,established,ios,SEA,5.0,11.0,26.0,325.0,1039.0,3.0,1.0,2.77,0.0,1.0,1.0
1808,non-whale,veteran,ios,SEA,3.0,1.0,6.0,61.0,38.0,0.0,1.0,2.92,0.0,0.0,0.0
1809,non-whale,since_beta,ios,NA,17.0,4.0,5.0,53.0,237.0,0.0,1.0,2.37,0.0,0.0,0.0
1810,non-whale,new_account,android,,12.0,4.0,5.0,94.0,178.0,0.0,1.0,2.53,0.0,0.0,0.0
1811,non-whale,veteran,ios,EU,17.0,13.0,22.0,193.0,1040.0,1.0,1.0,2.52,0.0,0.0,2.0
1812,non-whale,veteran,android,NA,4.0,12.0,20.0,306.0,1278.0,2.0,1.0,2.06,0.0,0.0,0.0
1813,non-whale,since_beta,android,NA,8.0,5.0,5.0,99.0,106.0,1.0,1.0,3.68,0.0,0.0,0.0
1814,non-whale,established,ios,SEA,10.0,3.0,3.0,35.0,87.0,0.0,1.0,,2.0,1.0,0.0
1815,non-whale,established,ios,SEA,13.0,3.0,7.0,104.0,79.0,1.0,1.0,2.51,0.0,0.0,0.0
1816,non-whale,new_account,ios,EU,7.0,9.0,16.0,121.0,159.0,0.0,0.0,3.08,1.0,1.0,2.0
1817,non-whale,since_beta,ios,SEA,25.0,2.0,3.0,83.0,113.0,0.0,1.0,3.74,0.0,1.0,0.0
1818,non-whale,since_beta,android,NA,24.0,11.0,20.0,289.0,313.0,2.0,1.0,2.8,0.0,1.0,3.0
1819,non-whale,new_account,android,EU,6.0,12.0,25.0,176.0,867.0,0.0,1.0,2.57,0.0,1.0,2.0
1820,non-whale,veteran,android,SEA,14.0,4.0,10.0,17.0,163.0,0.0,1.0,2.26,0.0,1.0,0.0
1821,non-whale,veteran,android,SEA,24.0,1.0,7.0,39.0,69.0,0.0,1.0,4.02,0.0,1.0,0.0
1822,non-whale,new_account,android,SEA,19.0,3.0,9.0,25.0,85.0,1.0,1.0,2.85,2.0,0.0,0.0
1823,non-whale,new_account,ios,EU,0.0,12.0,20.0,246.0,625.0,0.0,1.0,2.21,0.0,1.0,2.0
1824,non-whale,since_beta,android,SEA,6.0,8.0,22.0,248.0,818.0,1.0,1.0,2.68,0.0,1.0,0.0
1825,non-whale,veteran,android,SEA,1.0,14.0,29.0,192.0,744.0,1.0,1.0,2.83,0.0,1.0,2.0
1826,non-whale,established,ios,EU,5.0,11.0,33.0,174.0,672.0,0.0,1.0,2.27,0.0,1.0,4.0
1827,non-whale,established,ios,SEA,20.0,3.0,9.0,112.0,112.0,0.0,1.0,1.97,0.0,0.0,0.0
1828,non-whale,new_account,android,EU,1.0,6.0,7.0,82.0,411.0,0.0,1.0,3.16,0.0,0.0,1.0
1829,whale,veteran,android,EU,0.0,19.0,52.0,402.0,2540.0,2.0,1.0,2.35,0.0,1.0,5.0
1830,non-whale,veteran,ios,SEA,5.0,3.0,5.0,50.0,120.0,0.0,,3.17,0.0,0.0,0.0
1831,non-whale,new_account,android,SEA,26.0,6.0,9.0,92.0,86.0,0.0,0.0,3.14,0.0,1.0,0.0
1832,non-whale,since_beta,android,EU,3.0,9.0,27.0,191.0,1164.0,1.0,1.0,2.28,0.0,0.0,1.0
1833,non-whale,established,ios,SEA,0.0,15.0,21.0,272.0,737.0,1.0,1.0,1.81,0.0,1.0,1.0
1834,non-whale,since_beta,android,NA,1.0,6.0,22.0,262.0,1003.0,0.0,1.0,2.41,0.0,0.0,0.0
1835,whale,since_beta,android,SEA,2.0,24.0,60.0,595.0,3043.0,2.0,1.0,2.13,0.0,1.0,3.0
1836,non-whale,since_beta,ios,EU,11.0,11.0,24.0,316.0,668.0,1.0,1.0,2.16,0.0,1.0,2.0
1837,non-whale,veteran,ios,SEA,18.0,3.0,4.0,49.0,141.0,0.0,1.0,4.33,2.0,0.0,0.0
1838,non-whale,since_beta,android,SEA,18.0,4.0,2.0,122.0,186.0,0.0,1.0,4.54,0.0,0.0,0.0
1839,non-whale,new_account,ios,SEA,1.0,9.0,6.0,184.0,330.0,0.0,0.0,3.65,0.0,1.0,0.0
1840,non-whale,since_beta,android,EU,15.0,2.0,4.0,91.0,89.0,0.0,1.0,2.03,0.0,0.0,1.0
1841,non-whale,established,android,SEA,9.0,3.0,5.0,119.0,101.0,0.0,,2.42,0.0,0.0,0.0
1842,non-whale,since_beta,,NA,8.0,4.0,4.0,54.0,0.0,0.0,1.0,2.78,0.0,0.0,0.0
1843,non-whale,established,android,SEA,11.0,8.0,7.0,63.0,0.0,0.0,1.0,2.85,0.0,0.0,0.0
1844,non-whale,veteran,ios,EU,13.0,12.0,19.0,213.0,684.0,1.0,1.0,3.32,0.0,0.0,2.0
1845,non-whale,new_account,android,NA,11.0,3.0,11.0,181.0,244.0,0.0,1.0,2.81,0.0,1.0,0.0
1846,non-whale,veteran,ios,SEA,19.0,3.0,6.0,84.0,77.0,0.0,1.0,3.87,0.0,0.0,0.0
1847,non-whale,established,android,EU,21.0,1.0,6.0,81.0,93.0,0.0,0.0,3.6,0.0,0.0,1.0
1848,non-whale,since_beta,android,EU,20.0,3.0,8.0,63.0,116.0,1.0,1.0,2.89,0.0,0.0,1.0
1849,non-whale,new_account,android,NA,,5.0,9.0,142.0,129.0,0.0,1.0,4.13,0.0,1.0,1.0
1850,non-whale,veteran,ios,SEA,22.0,13.0,26.0,203.0,516.0,0.0,1.0,2.62,0.0,0.0,1.0
1851,non-whale,veteran,android,SEA,24.0,4.0,9.0,,37.0,0.0,1.0,2.37,0.0,1.0,0.0
1852,whale,since_beta,ios,EU,1.0,19.0,43.0,334.0,3422.0,0.0,1.0,1.67,0.0,1.0,5.0
1853,non-whale,new_account,ios,EU,4.0,4.0,6.0,73.0,126.0,1.0,1.0,3.49,,1.0,1.0
1854,whale,veteran,android,SEA,1.0,23.0,40.0,439.0,2160.0,0.0,1.0,,0.0,1.0,2.0
1855,non-whale,new_account,android,NA,8.0,8.0,7.0,185.0,246.0,0.0,0.0,3.09,0.0,0.0,0.0
1856,non-whale,veteran,android,NA,13.0,3.0,4.0,56.0,169.0,0.0,1.0,2.52,0.0,0.0,0.0
1857,non-whale,since_beta,android,SEA,4.0,11.0,22.0,229.0,944.0,1.0,1.0,1.84,0.0,1.0,0.0
1858,non-whale,veteran,android,EU,11.0,3.0,4.0,102.0,131.0,0.0,1.0,3.22,0.0,1.0,1.0
1859,whale,established,ios,EU,0.0,21.0,52.0,427.0,3473.0,1.0,1.0,2.05,0.0,1.0,3.0
1860,non-whale,veteran,android,NA,8.0,9.0,21.0,308.0,1157.0,1.0,1.0,2.94,0.0,1.0,1.0
1861,non-whale,since_beta,android,SEA,2.0,11.0,22.0,225.0,913.0,0.0,1.0,2.84,0.0,1.0,2.0
1862,non-whale,veteran,ios,SEA,4.0,10.0,26.0,348.0,714.0,2.0,1.0,2.33,1.0,0.0,1.0
